ProductID	CoboughtProductID
28	29
28	35
28	44
28	45
28	56
28	67
29	1
29	2
29	5
29	16
29	18
29	28
29	39
29	44
29	56
29	59
29	61
29	75
30	17
30	18
30	19
30	38
30	54
30	56
30	65
30	71
31	2
31	14
31	16
31	17
31	20
31	25
31	26
31	42
31	55
31	56
31	62
31	65
31	68
31	72
31	75
31	76
32	2
32	3
32	4
32	6
32	7
32	8
32	10
32	12
32	13
32	14
32	16
32	20
32	23
32	39
32	41
32	46
32	52
32	55
32	58
32	60
32	62
32	64
32	66
32	73
32	75
32	77
33	7
33	11
33	12
33	17
33	18
33	21
33	40
33	41
33	54
33	62
33	64
33	72
34	1
34	16
34	19
34	38
34	59
34	62
34	64
34	68
34	71
34	77
35	13
35	16
35	28
35	42
35	45
35	46
35	51
35	55
35	56
35	59
35	63
36	5
36	10
36	16
36	18
36	24
36	38
36	49
36	59
36	60
36	68
36	69
36	76
37	1
37	19
37	45
37	60
37	71
38	11
38	19
38	30
38	34
38	36
38	53
38	56
38	59
38	62
38	64
38	70
38	71
39	2
39	3
39	4
39	6
39	7
39	8
39	10
39	12
39	13
39	14
39	16
39	18
39	20
39	23
39	29
39	32
39	41
39	46
39	52
39	55
39	60
39	64
39	66
39	73
39	75
39	77
40	1
40	7
40	17
40	23
40	33
40	52
40	56
40	62
40	64
40	72
41	2
41	3
41	4
41	6
41	7
41	8
41	10
41	12
41	13
41	14
41	15
41	16
41	17
41	19
41	20
41	23
41	32
41	33
41	39
41	46
41	47
41	52
41	53
41	54
41	55
41	56
41	60
41	62
41	64
41	66
41	68
41	73
41	75
41	77
42	13
42	16
42	31
42	35
42	49
42	54
42	55
43	1
43	16
43	17
43	59
43	60
43	75
44	2
44	14
44	16
44	21
44	28
44	29
44	47
44	61
45	1
45	10
45	19
45	26
45	28
45	35
45	37
45	46
45	56
45	60
45	71
46	2
46	3
46	4
46	6
46	7
46	8
46	10
46	12
46	13
46	14
46	15
46	16
46	17
46	20
46	23
46	26
46	32
46	35
46	39
46	41
46	45
46	47
46	52
46	55
46	56
46	59
46	60
46	63
46	64
46	66
46	73
46	75
46	77
47	2
47	14
47	15
47	17
47	41
47	44
47	46
47	56
47	58
47	60
49	10
49	22
49	36
49	42
49	54
49	60
49	76
51	14
51	19
51	24
51	35
51	56
51	59
51	76
52	1
52	2
52	3
52	4
52	6
52	7
52	8
52	10
52	12
52	13
52	14
52	16
52	20
52	23
52	32
52	39
52	40
52	41
52	46
52	55
52	58
52	60
52	64
52	66
52	73
52	75
52	77
53	2
53	17
53	19
53	21
53	38
53	41
53	55
53	59
53	61
53	64
53	68
54	9
54	12
54	14
54	18
54	26
54	30
54	33
54	41
54	42
54	49
54	69
54	73
55	2
55	3
55	4
55	6
55	7
55	8
55	10
55	12
55	13
55	14
55	16
55	17
55	20
55	23
55	31
55	32
55	35
55	39
55	41
55	42
55	46
55	52
55	53
55	60
55	64
55	66
55	68
55	73
55	75
55	77
56	2
56	5
56	7
56	12
56	14
56	15
56	16
56	17
56	18
56	19
56	21
56	23
56	24
56	28
56	29
56	30
56	31
56	35
56	38
56	40
56	41
56	45
56	46
56	47
56	51
56	58
56	60
56	63
56	65
56	70
56	71
56	75
56	76
57	13
58	2
58	17
58	32
58	47
58	52
58	56
58	62
59	2
59	5
59	16
59	29
59	34
59	35
59	36
59	38
59	43
59	46
59	51
59	53
59	62
59	63
59	64
59	76
60	1
60	2
60	3
60	4
60	6
60	7
60	8
60	10
60	12
60	13
60	14
60	15
60	16
60	17
60	19
60	20
60	23
60	32
60	36
60	37
60	39
60	41
60	43
60	45
60	46
60	47
60	49
60	52
60	55
60	56
60	64
60	66
60	68
60	71
60	73
60	75
60	76
60	77
61	2
61	16
61	21
61	29
61	44
61	53
61	77
62	2
62	7
62	13
62	16
62	17
62	18
62	21
62	31
62	32
62	33
62	34
62	38
62	40
62	41
62	58
62	59
62	64
62	68
62	70
62	72
62	73
63	16
63	35
63	46
63	56
63	59
63	75
64	1
64	2
64	3
64	4
64	6
64	7
64	8
64	10
64	12
64	13
64	14
64	16
64	19
64	20
64	21
64	23
64	24
64	32
64	33
64	34
64	38
64	39
64	40
64	41
64	46
64	52
64	53
64	55
64	59
64	60
64	62
64	66
64	71
64	73
64	75
64	77
65	16
65	21
65	30
65	31
65	56
65	71
66	2
66	3
66	4
66	6
66	7
66	8
66	10
66	12
66	13
66	14
66	16
66	20
66	23
66	32
66	39
66	41
66	46
66	52
66	55
66	60
66	64
66	73
66	75
66	77
67	10
67	28
68	1
68	2
68	7
68	17
68	18
68	31
68	34
68	36
68	41
68	53
68	55
68	60
68	62
68	69
68	71
68	72
68	75
69	9
69	13
69	18
69	36
69	54
69	68
69	73
69	75
70	38
70	56
70	62
70	71
71	1
71	13
71	19
71	24
71	27
71	30
71	34
71	37
71	38
71	45
71	56
71	60
71	64
71	65
71	68
71	70
72	7
72	11
72	17
72	20
72	31
72	33
72	40
72	62
72	68
73	2
73	3
73	4
73	6
73	7
73	8
73	9
73	10
73	12
73	13
73	14
73	16
73	20
73	23
73	32
73	39
73	41
73	46
73	52
73	54
73	55
73	60
73	62
73	64
73	66
73	69
73	75
73	77
75	1
75	2
75	3
75	4
75	6
75	7
75	8
75	10
75	12
75	13
75	14
75	15
75	16
75	17
75	20
75	23
75	25
75	29
75	31
75	32
75	39
75	41
75	43
75	46
75	52
75	55
75	56
75	60
75	63
75	64
75	66
75	68
75	69
75	73
75	77
76	10
76	31
76	36
76	49
76	51
76	56
76	59
76	60
77	2
77	3
77	4
77	6
77	7
77	8
77	10
77	12
77	13
77	14
77	16
77	20
77	23
77	24
77	32
77	34
77	39
77	41
77	46
77	52
77	55
77	60
77	61
77	64
77	66
77	73
77	75
